,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
102,Arkansas,Dallas,M. ROMNEY,B. OBAMA,G. JOHNSON,1664,1337,44.0,0.54,0.434,0.013999999999999999,R,D,O
103,Arkansas,Desha,B. OBAMA,M. ROMNEY,G. JOHNSON,2353,1807,38.0,0.555,0.426,0.009000000000000001,D,R,O
104,Arkansas,Drew,M. ROMNEY,B. OBAMA,G. JOHNSON,3883,2627,65.0,0.586,0.396,0.01,R,D,O
105,Arkansas,Faulkner,M. ROMNEY,B. OBAMA,G. JOHNSON,26653,13559,694.0,0.645,0.32799999999999996,0.017,R,D,O
106,Arkansas,Franklin,M. ROMNEY,B. OBAMA,G. JOHNSON,4631,1725,93.0,0.708,0.264,0.013999999999999999,R,D,O
107,Arkansas,Fulton,M. ROMNEY,B. OBAMA,G. JOHNSON,2949,1452,66.0,0.652,0.321,0.015,R,D,O
108,Arkansas,Garland,M. ROMNEY,B. OBAMA,G. JOHNSON,25031,13317,501.0,0.638,0.33899999999999997,0.013000000000000001,R,D,O
109,Arkansas,Grant,M. ROMNEY,B. OBAMA,G. JOHNSON,4829,1467,108.0,0.745,0.226,0.017,R,D,O
110,Arkansas,Greene,M. ROMNEY,B. OBAMA,G. JOHNSON,9066,3998,431.0,0.659,0.29100000000000004,0.031,R,D,O
111,Arkansas,Hempstead,M. ROMNEY,B. OBAMA,G. JOHNSON,4284,2466,76.0,0.619,0.35600000000000004,0.011000000000000001,R,D,O
112,Arkansas,Hot Spring,M. ROMNEY,B. OBAMA,G. JOHNSON,7087,3824,151.0,0.631,0.34,0.013000000000000001,R,D,O
113,Arkansas,Howard,M. ROMNEY,B. OBAMA,G. JOHNSON,2862,1460,48.0,0.648,0.33,0.011000000000000001,R,D,O
114,Arkansas,Independence,M. ROMNEY,B. OBAMA,G. JOHNSON,8724,3279,210.0,0.7040000000000001,0.265,0.017,R,D,O
